Machine ID,Machine Type,Operational Time,Maintenance Time,Cool Down Time
M081,Shaping,47,10,12
M082,Grinding,35,20,6
M083,Grinding,38,14,13
M084,Grinding,24,5,8
M085,Shaping,47,8,12
M086,Shaping,48,6,14
M087,Drilling,36,14,10
M088,Grinding,29,18,15
M089,Lathe,49,8,5
M090,Drilling,50,6,5
M091,Shaping,33,9,8
M092,Grinding,26,7,10
M093,Drilling,48,5,8
M094,Grinding,31,7,10
M095,Grinding,36,6,14
M096,Milling,45,8,13
M097,Milling,31,17,14
M098,Milling,31,19,7
M099,Shaping,38,15,11
M100,Drilling,37,18,14
M101,Drilling,27,13,6
M102,Grinding,27,14,6
M103,Drilling,40,10,6
M104,Lathe,23,13,8
M105,Shaping,42,14,15
M106,Drilling,41,17,10
M107,Grinding,28,15,13
M108,Drilling,29,6,9
M109,Shaping,30,11,9
M110,Grinding,29,12,7
M111,Shaping,37,18,7
M112,Milling,22,12,15
M113,Milling,22,17,8
M114,Shaping,35,15,14
M115,Shaping,41,19,11
M116,Lathe,27,15,5
M117,Lathe,38,12,10
M118,Shaping,42,19,7
M119,Lathe,47,19,6
M120,Lathe,46,7,14
M121,Grinding,32,10,14
M122,Milling,45,11,14
M123,Shaping,50,13,10
M124,Milling,38,18,13
M125,Lathe,38,11,11
M126,Lathe,36,6,15
M127,Shaping,27,10,6
M128,Shaping,43,6,7
M129,Grinding,34,12,12
M130,Lathe,33,9,12
M131,Shaping,25,15,14
M132,Lathe,45,15,13
M133,Lathe,32,18,6
M134,Shaping,43,9,11
M135,Grinding,48,17,9
M136,Drilling,50,18,8
M137,Milling,41,13,12
M138,Grinding,49,16,9
M139,Lathe,20,9,10
M140,Grinding,23,16,15
M141,Grinding,34,13,8
M142,Drilling,39,13,13
M143,Grinding,45,13,15
M144,Shaping,26,7,10
M145,Lathe,40,5,6
M146,Shaping,46,7,10
M147,Grinding,24,12,9
M148,Drilling,35,19,6
M149,Lathe,49,6,12
M150,Grinding,33,16,13
M151,Drilling,36,7,13
M152,Drilling,31,15,9
M153,Drilling,40,11,5
M154,Shaping,31,6,6
M155,Lathe,50,11,9
M156,Drilling,33,19,6
M157,Drilling,38,5,12
M158,Drilling,35,15,12
M159,Shaping,25,11,9
M160,Lathe,26,13,15
M161,Drilling,35,13,10
M162,Milling,42,15,12
M163,Drilling,33,11,9
M164,Milling,26,15,6
M165,Milling,40,15,8
M166,Shaping,34,15,6
M167,Shaping,32,19,8
M168,Grinding,43,20,5
M169,Lathe,22,18,14
M170,Lathe,46,18,13
M171,Shaping,39,17,8
M172,Milling,34,13,10
M173,Shaping,34,18,8
M174,Shaping,30,5,14
M175,Lathe,32,17,6
M176,Lathe,24,7,13
M177,Drilling,21,20,9
M178,Milling,21,15,9
M179,Grinding,27,7,15
M180,Lathe,40,17,5
M181,Milling,36,19,13
M182,Lathe,49,11,15
M183,Lathe,38,14,14
M184,Lathe,49,18,5
M185,Shaping,24,11,9
M186,Lathe,39,14,6
M187,Grinding,32,6,15
M188,Drilling,28,6,7
M189,Lathe,39,7,8
M190,Shaping,23,20,7
M191,Grinding,22,16,9
M192,Shaping,33,9,11
M193,Shaping,23,8,14
M194,Shaping,36,12,14
M195,Drilling,22,10,5
M196,Milling,33,16,8
M197,Drilling,32,9,15
M198,Milling,23,14,10
M199,Milling,48,19,15
M200,Lathe,46,15,13
M201,Milling,47,10,13
M202,Shaping,22,19,7
M203,Lathe,42,17,15
M204,Grinding,31,6,14
M205,Grinding,30,14,10
M206,Grinding,37,19,9
M207,Grinding,25,14,12
M208,Lathe,28,17,9
M209,Lathe,32,9,11
M210,Grinding,34,11,5
M211,Milling,36,19,15
M212,Shaping,49,6,8
M213,Grinding,34,8,11
M214,Drilling,29,15,10
M215,Grinding,20,18,5
M216,Grinding,49,19,12
M217,Grinding,20,9,15
M218,Shaping,32,20,7
M219,Drilling,41,5,13
M220,Lathe,46,14,5
M221,Drilling,50,18,10
M222,Lathe,49,13,11
M223,Drilling,24,15,13
M224,Lathe,48,7,13
M225,Lathe,28,17,7
M226,Lathe,23,16,7
M227,Shaping,40,13,8
M228,Lathe,27,7,8
M229,Milling,39,11,14
M230,Milling,40,8,15
M231,Shaping,42,20,7
M232,Milling,32,12,9
M233,Drilling,28,11,6
M234,Grinding,29,7,9
M235,Drilling,31,6,6
M236,Drilling,40,13,15
M237,Milling,48,19,5
M238,Lathe,20,13,14
M239,Grinding,34,5,14
M240,Lathe,29,7,14
M241,Drilling,44,15,6
M242,Grinding,22,5,12
M243,Grinding,21,8,5
M244,Drilling,26,12,11
M245,Lathe,42,11,9
M246,Shaping,28,18,5
M247,Grinding,29,10,8
M248,Shaping,41,13,14
M249,Shaping,30,20,13
M250,Lathe,45,7,14
M251,Drilling,37,10,7
M252,Shaping,45,5,11
M253,Lathe,36,7,5
M254,Lathe,32,5,14
M255,Grinding,44,16,15
M256,Lathe,47,6,13
M257,Milling,38,14,15
M258,Grinding,42,17,14
M259,Grinding,27,13,7
M260,Grinding,36,12,11
M261,Milling,25,6,14
M262,Grinding,27,18,5
M263,Milling,35,20,7
M264,Drilling,34,5,11
M265,Shaping,33,7,13
M266,Grinding,41,11,9
M267,Milling,41,9,13
M268,Grinding,35,5,15
M269,Lathe,49,7,11
M270,Shaping,50,17,11
M271,Milling,20,9,10
M272,Drilling,21,18,6
M273,Shaping,22,10,15
M274,Lathe,34,13,14
M275,Grinding,30,8,12
M276,Drilling,43,8,14
M277,Milling,48,18,9
M278,Grinding,28,14,13
M279,Grinding,36,10,12
M280,Grinding,35,15,6
M281,Drilling,45,12,8
M282,Grinding,41,18,9
M283,Shaping,23,5,14
M284,Lathe,27,8,15
M285,Lathe,21,18,15
M286,Milling,24,10,15
M287,Drilling,38,17,7
M288,Drilling,26,10,13
M289,Lathe,43,10,12
M290,Lathe,38,8,8
M291,Milling,46,9,13
M292,Lathe,28,5,9
M293,Milling,44,11,7
M294,Grinding,30,17,9
M295,Lathe,40,16,14
M296,Milling,20,18,10
M297,Drilling,49,15,13
M298,Drilling,49,17,12
M299,Lathe,22,18,9
M300,Milling,45,13,13
