Machine ID,Machine Type,Operational Time,Maintenance Time,Cool Down Time
M130,Grinding,27,6,15
M131,Shaping,35,6,15
M132,Milling,47,16,7
M133,Lathe,44,13,11
M134,Milling,20,18,15
M135,Drilling,50,7,5
M136,Grinding,41,6,6
M137,Grinding,32,15,8
M138,Lathe,22,20,15
M139,Shaping,33,15,15
M140,Milling,35,11,11
M141,Grinding,30,13,7
M142,Grinding,43,5,14
M143,Milling,39,5,9
M144,Lathe,46,5,13
M145,Drilling,25,8,9
M146,Drilling,21,14,9
M147,Drilling,34,6,8
M148,Drilling,27,16,11
M149,Milling,47,7,11
M150,Milling,35,12,15
M151,Shaping,37,13,15
M152,Shaping,22,17,8
M153,Shaping,26,11,13
M154,Grinding,47,9,9
M155,Shaping,40,16,10
M156,Shaping,37,15,7
M157,Milling,47,14,12
M158,Lathe,46,17,15
M159,Drilling,49,7,13
M160,Drilling,29,7,13
M161,Drilling,32,9,7
M162,Grinding,45,11,5
M163,Milling,34,6,8
M164,Grinding,40,16,7
M165,Lathe,32,12,8
M166,Grinding,36,11,15
M167,Shaping,44,16,6
M168,Shaping,44,8,14
M169,Lathe,43,8,6
M170,Milling,27,13,15
M171,Drilling,30,14,15
M172,Milling,42,13,7
M173,Shaping,26,12,15
M174,Milling,34,8,9
M175,Grinding,37,8,9
M176,Shaping,29,9,15
M177,Shaping,23,8,8
M178,Shaping,49,5,15
M179,Drilling,26,10,6
M180,Shaping,26,9,5
M181,Drilling,47,16,10
M182,Lathe,47,13,6
M183,Drilling,24,9,7
M184,Shaping,25,5,15
M185,Milling,27,6,14
M186,Lathe,29,5,14
M187,Lathe,33,19,13
M188,Drilling,32,10,14
M189,Grinding,37,5,5
M190,Lathe,24,7,8
M191,Drilling,46,19,9
M192,Grinding,20,5,12
M193,Drilling,37,12,6
M194,Drilling,40,16,11
M195,Drilling,50,9,13
M196,Lathe,30,11,5
M197,Lathe,26,15,10
M198,Grinding,42,19,15
M199,Milling,46,20,13
M200,Shaping,44,18,13
M201,Milling,22,11,15
M202,Grinding,45,10,10
M203,Grinding,35,19,12
M204,Grinding,21,7,9
M205,Grinding,45,12,5
M206,Milling,33,18,8
M207,Grinding,48,7,14
M208,Lathe,48,11,13
M209,Grinding,41,13,7
M210,Lathe,32,14,10
M211,Milling,32,15,12
M212,Drilling,45,20,12
M213,Shaping,23,9,9
M214,Drilling,47,7,8
M215,Lathe,39,16,9
M216,Drilling,45,20,8
M217,Grinding,21,12,14
M218,Grinding,34,10,5
M219,Shaping,50,9,5
M220,Grinding,47,8,13
M221,Drilling,24,7,14
M222,Lathe,23,17,13
M223,Shaping,21,7,5
M224,Lathe,30,7,14
M225,Shaping,50,20,6
M226,Grinding,20,13,6
M227,Grinding,50,13,14
M228,Milling,42,12,15
M229,Grinding,41,11,13
M230,Grinding,42,15,10
M231,Lathe,34,15,12
M232,Shaping,44,13,6
M233,Drilling,20,9,9
M234,Milling,45,6,13
M235,Grinding,38,20,6
M236,Lathe,21,11,9
M237,Milling,32,19,12
M238,Shaping,28,10,8
M239,Drilling,21,7,6
M240,Drilling,22,12,14
M241,Milling,22,14,15
M242,Grinding,45,18,8
M243,Shaping,30,8,9
M244,Shaping,49,8,15
M245,Grinding,48,20,13
M246,Grinding,27,15,6
M247,Grinding,20,9,5
M248,Lathe,30,6,15
M249,Grinding,35,10,13
M250,Shaping,28,5,15
M251,Lathe,36,18,11
M252,Milling,49,14,9
M253,Lathe,30,18,5
M254,Milling,46,15,13
M255,Milling,36,5,15
M256,Drilling,35,10,9
M257,Milling,30,15,6
M258,Drilling,39,19,11
M259,Grinding,46,11,7
M260,Lathe,28,18,7
M261,Milling,31,11,11
M262,Lathe,37,10,13
M263,Drilling,38,5,8
M264,Grinding,37,19,6
M265,Milling,43,18,14
M266,Lathe,28,13,9
M267,Drilling,38,16,9
M268,Shaping,48,18,14
M269,Grinding,31,10,14
M270,Drilling,35,15,5
M271,Grinding,49,12,15
M272,Drilling,33,11,13
M273,Drilling,49,11,6
M274,Grinding,49,18,6
M275,Shaping,49,8,15
M276,Grinding,50,19,6
M277,Lathe,49,8,8
M278,Shaping,40,11,14
M279,Lathe,30,5,15
M280,Milling,47,12,10
M281,Grinding,26,12,14
M282,Grinding,39,13,13
M283,Drilling,42,19,8
M284,Drilling,37,20,12
M285,Grinding,28,10,6
M286,Drilling,24,7,13
M287,Lathe,46,12,14
M288,Shaping,26,16,12
M289,Shaping,27,14,7
M290,Grinding,28,10,10
M291,Milling,33,14,10
M292,Grinding,28,20,12
M293,Shaping,24,12,11
M294,Shaping,40,18,9
M295,Lathe,25,11,14
M296,Milling,46,8,8
M297,Shaping,36,20,15
M298,Shaping,46,6,8
M299,Grinding,38,14,8
M300,Milling,47,11,14
M301,Drilling,21,12,11
M302,Drilling,43,12,5
M303,Lathe,24,17,11
M304,Lathe,24,15,7
M305,Shaping,32,17,14
M306,Grinding,39,13,12
M307,Shaping,27,19,13
M308,Grinding,36,16,11
M309,Lathe,20,11,15
M310,Grinding,24,9,11
M311,Shaping,23,6,13
M312,Shaping,29,13,5
M313,Drilling,38,10,10
M314,Grinding,45,15,11
M315,Lathe,44,14,9
M316,Drilling,28,19,7
M317,Grinding,30,14,7
M318,Lathe,34,15,14
M319,Grinding,30,10,12
M320,Grinding,48,16,14
M321,Grinding,24,16,14
M322,Lathe,49,19,6
M323,Milling,42,10,12
M324,Shaping,50,14,15
M325,Shaping,21,6,15
M326,Shaping,50,16,7
M327,Grinding,45,11,7
M328,Milling,48,11,9
M329,Grinding,31,16,12
M330,Shaping,25,11,8
M331,Shaping,38,18,10
M332,Milling,39,20,6
M333,Lathe,36,11,5
M334,Grinding,36,11,11
M335,Shaping,33,18,13
M336,Drilling,47,15,12
M337,Shaping,33,13,14
M338,Lathe,40,11,7
M339,Milling,41,16,13
M340,Milling,31,10,15
M341,Milling,48,12,14
M342,Drilling,42,8,9
M343,Lathe,20,10,11
M344,Lathe,29,13,7
M345,Drilling,38,8,13
M346,Drilling,31,6,15
M347,Shaping,32,7,15
M348,Milling,30,5,5
M349,Lathe,48,6,15
M350,Shaping,48,15,6
M351,Shaping,44,11,14
M352,Lathe,47,6,11
M353,Drilling,48,19,9
M354,Lathe,35,8,5
M355,Drilling,24,17,15
M356,Shaping,34,13,10
M357,Shaping,25,20,13
M358,Milling,27,7,14
M359,Lathe,22,20,5
M360,Drilling,48,13,15
M361,Lathe,49,6,13
M362,Grinding,39,10,10
M363,Milling,42,10,5
M364,Lathe,30,13,6
M365,Drilling,47,13,6
M366,Milling,33,7,6
M367,Grinding,21,8,8
M368,Milling,45,14,12
M369,Lathe,30,20,13
M370,Shaping,39,10,7
M371,Grinding,20,9,14
M372,Grinding,43,17,14
M373,Shaping,45,9,11
M374,Drilling,44,11,12
M375,Grinding,29,14,13
M376,Drilling,32,12,6
M377,Lathe,42,16,12
M378,Milling,44,7,9
M379,Drilling,40,20,8
M380,Grinding,46,12,10
M381,Milling,39,8,10
M382,Milling,35,15,6
M383,Milling,28,13,10
M384,Grinding,48,18,12
M385,Drilling,25,6,8
M386,Shaping,30,8,9
M387,Milling,38,18,6
M388,Shaping,34,15,11
M389,Grinding,32,8,8
M390,Drilling,28,6,15
M391,Milling,44,17,7
M392,Lathe,38,8,8
M393,Lathe,27,18,8
M394,Lathe,36,20,13
M395,Milling,40,13,10
M396,Milling,39,10,6
M397,Grinding,44,5,9
M398,Milling,38,8,5
M399,Drilling,37,19,14
M400,Milling,44,20,12
M401,Drilling,28,20,8
M402,Shaping,45,5,6
M403,Shaping,33,17,10
M404,Lathe,46,6,10
M405,Drilling,24,6,8
M406,Grinding,28,11,8
M407,Grinding,29,6,13
M408,Lathe,20,8,11
M409,Lathe,26,7,6
M410,Shaping,37,18,10
M411,Lathe,46,8,7
M412,Grinding,49,7,9
M413,Shaping,22,19,5
M414,Shaping,30,12,9
M415,Grinding,43,16,9
M416,Drilling,27,10,6
M417,Shaping,28,18,7
M418,Lathe,50,11,11
M419,Milling,20,15,9
M420,Drilling,31,5,12
M421,Milling,39,10,9
M422,Lathe,36,19,10
M423,Grinding,44,15,11
M424,Lathe,42,10,14
M425,Shaping,46,6,5
M426,Lathe,50,8,11
M427,Lathe,35,9,15
M428,Drilling,48,17,8
M429,Milling,29,14,9
M430,Milling,39,5,11
M431,Drilling,39,10,8
M432,Lathe,40,17,12
M433,Grinding,48,6,10
M434,Grinding,36,11,14
M435,Grinding,23,11,6
M436,Lathe,22,6,7
M437,Grinding,23,19,11
M438,Shaping,28,13,13
M439,Grinding,28,11,12
M440,Shaping,50,19,13
M441,Drilling,37,8,10
M442,Lathe,21,16,7
M443,Grinding,33,19,8
M444,Milling,20,20,5
M445,Milling,47,12,8
M446,Lathe,31,17,14
M447,Shaping,37,14,13
M448,Milling,28,20,10
M449,Milling,33,12,14
M450,Lathe,39,8,12
M451,Grinding,28,10,14
M452,Lathe,36,8,11
M453,Lathe,40,7,8
M454,Shaping,43,13,5
M455,Shaping,26,5,12
M456,Shaping,41,10,9
M457,Milling,39,6,9
M458,Drilling,30,15,7
M459,Shaping,22,20,14
M460,Shaping,33,10,7
M461,Drilling,40,8,9
M462,Shaping,48,13,11
M463,Drilling,24,10,14
M464,Shaping,33,8,14
M465,Grinding,35,6,7
M466,Lathe,32,5,5
M467,Lathe,33,8,14
M468,Lathe,44,13,14
M469,Grinding,42,9,7
M470,Drilling,50,6,11
M471,Shaping,43,11,12
M472,Lathe,39,10,10
M473,Grinding,26,11,12
M474,Lathe,40,17,11
M475,Milling,44,14,15
M476,Shaping,27,17,5
M477,Drilling,26,11,12
M478,Lathe,31,10,6
M479,Milling,40,13,10
M480,Lathe,24,16,6
M481,Lathe,48,10,10
M482,Lathe,50,6,7
M483,Drilling,29,8,7
M484,Grinding,32,18,10
M485,Milling,25,15,13
M486,Grinding,20,8,6
M487,Drilling,21,12,10
M488,Milling,45,15,12
M489,Milling,45,10,9
M490,Drilling,42,12,9
M491,Milling,46,6,5
M492,Grinding,27,7,15
M493,Shaping,43,6,12
M494,Lathe,28,20,11
M495,Drilling,33,17,13
M496,Drilling,21,14,6
M497,Drilling,50,16,11
M498,Milling,46,8,13
M499,Shaping,27,16,5
M500,Shaping,25,9,6
