Machine ID,Machine Type,Operational Time,Maintenance Time,Cool Down Time
M080,Milling,20,6,16
M081,Milling,18,12,11
M082,Milling,16,12,15
M083,Milling,16,9,10
M084,Milling,40,17,10
M085,Milling,30,7,16
M086,Milling,17,13,22
M087,Shaping,12,5,16
M088,Shaping,24,14,16
M089,Shaping,20,6,16
M090,Shaping,18,12,11
M091,Shaping,16,12,15
M092,Shaping,16,9,10
M093,Shaping,40,17,10
M094,Shaping,30,7,16
M095,Shaping,17,13,22
M096,Drilling,12,5,16
M097,Drilling,24,14,16
M098,Drilling,20,6,16
M099,Drilling,18,12,11
M100,Drilling,16,12,15
M101,Drilling,16,9,10
M102,Drilling,40,17,10
M103,Drilling,30,7,16
M104,Drilling,17,13,22
M105,Lathe,12,5,16
M106,Lathe,24,14,16
M107,Lathe,20,6,16
M108,Lathe,18,12,11
M109,Lathe,16,12,15
M110,Lathe,16,9,10
M111,Lathe,40,17,10
M112,Lathe,30,7,16
M113,Lathe,17,13,22
M114,Grinding,30,10,1
M115,Grinding,24,14,16
M116,Grinding,20,6,16
M117,Grinding,18,12,11
M118,Grinding,16,12,15
M119,Grinding,16,9,10
M120,Grinding,40,17,10
M121,Grinding,30,7,16
M122,Grinding,17,13,22
M123,Milling,12,5,16
M124,Milling,24,14,16
M125,Milling,20,6,16
M126,Milling,18,12,11
M127,Milling,16,12,15
M128,Milling,16,9,10
M129,Milling,40,17,10
M130,Milling,30,7,16
M131,Milling,17,13,22
M132,Shaping,12,5,16
M133,Shaping,24,14,16
M134,Shaping,20,6,16
M135,Shaping,18,12,11
M136,Shaping,16,12,15
M137,Shaping,16,9,10
M138,Shaping,40,17,10
M139,Shaping,30,7,16
M140,Shaping,17,13,22
M141,Drilling,12,5,16
M142,Drilling,24,14,16
M143,Drilling,20,6,16
M144,Drilling,18,12,11
M145,Drilling,16,12,15
M146,Drilling,16,9,10
M147,Drilling,40,17,10
M148,Drilling,30,7,16
M149,Drilling,17,13,22
M150,Lathe,12,5,16
M151,Lathe,24,14,16
M152,Lathe,20,6,16
M153,Lathe,18,12,11
M154,Lathe,16,12,15
M155,Lathe,16,9,10
M156,Lathe,40,17,10
M157,Lathe,30,7,16
M158,Lathe,17,13,22
M159,Grinding,30,10,1
M160,Grinding,24,14,16
M161,Grinding,20,6,16
M162,Grinding,18,12,11
M163,Grinding,16,12,15
M164,Grinding,16,9,10
M165,Grinding,40,17,10
M166,Grinding,30,7,16
M167,Grinding,17,13,22
M168,Milling,12,5,16
M169,Milling,24,14,16
M170,Milling,20,6,16
M171,Milling,18,12,11
M172,Milling,16,12,15
M173,Milling,16,9,10
M174,Milling,40,17,10
M175,Milling,30,7,16
M176,Milling,17,13,22
M177,Shaping,12,5,16
M178,Shaping,24,14,16
M179,Shaping,20,6,16
M180,Shaping,18,12,11
M181,Shaping,16,12,15
M182,Shaping,16,9,10
M183,Shaping,40,17,10
M184,Shaping,30,7,16
M185,Shaping,17,13,22
M186,Drilling,23,11,15
M187,Drilling,23,11,15
M188,Drilling,23,11,15
M189,Drilling,23,11,15
M190,Drilling,23,11,15
M191,Drilling,23,11,15
M192,Drilling,23,11,15
M193,Drilling,23,11,15
M194,Drilling,23,11,15
M195,Lathe,23,11,15
M196,Lathe,23,11,15
M197,Lathe,23,11,15
M198,Lathe,23,11,15
M199,Lathe,23,11,15
M200,Lathe,23,11,15
M201,Lathe,23,11,15
M202,Lathe,23,11,15
M203,Lathe,23,11,15
M204,Grinding,24,11,15
M205,Grinding,24,11,15
M206,Grinding,24,11,15
M207,Grinding,24,11,15
M208,Grinding,24,11,15
M209,Grinding,24,11,15
M210,Grinding,24,11,15
M211,Grinding,24,12,15
M212,Grinding,24,12,15
M213,Milling,24,12,15
M214,Milling,24,12,15
M215,Milling,24,12,15
M216,Milling,24,12,15
M217,Milling,24,12,15
M218,Milling,24,12,15
M219,Milling,24,12,15
M220,Milling,24,12,15
M221,Milling,24,12,15
M222,Shaping,24,12,15
M223,Shaping,24,12,15
M224,Shaping,24,12,15
M225,Shaping,24,12,15
M226,Shaping,24,12,15
M227,Shaping,24,12,15
M228,Shaping,24,12,15
M229,Shaping,25,12,15
M230,Shaping,25,12,15
M231,Drilling,25,12,15
M232,Drilling,25,12,15
M233,Drilling,25,12,15
M234,Drilling,25,12,15
M235,Drilling,25,12,15
M236,Drilling,25,12,15
M237,Drilling,25,12,15
M238,Drilling,25,12,15
M239,Drilling,25,12,15
M240,Lathe,25,12,16
M241,Lathe,25,12,16
M242,Lathe,25,12,16
M243,Lathe,25,12,16
M244,Lathe,25,12,16
M245,Lathe,25,12,16
M246,Lathe,25,12,16
M247,Lathe,25,12,16
M248,Lathe,25,12,16
M249,Grinding,25,12,16
M250,Grinding,25,12,16
M251,Grinding,25,12,16
M252,Grinding,25,12,16
M253,Grinding,25,12,16
M254,Grinding,26,12,16
M255,Grinding,26,12,16
M256,Grinding,26,12,16
M257,Grinding,26,12,16
M258,Milling,26,12,16
M259,Milling,26,13,16
M260,Milling,26,13,16
M261,Milling,26,13,16
M262,Milling,26,13,16
M263,Milling,26,13,16
M264,Milling,26,13,16
M265,Milling,26,13,16
M266,Milling,26,13,16
M267,Shaping,26,13,16
M268,Shaping,26,13,16
M269,Shaping,26,13,16
M270,Shaping,26,13,16
M271,Shaping,26,13,16
M272,Shaping,26,13,16
M273,Shaping,26,13,16
M274,Shaping,26,13,16
M275,Shaping,26,13,16
M276,Drilling,26,13,16
M277,Drilling,26,13,16
M278,Drilling,27,13,16
M279,Drilling,27,13,16
M280,Drilling,27,13,16
M281,Drilling,27,13,16
M282,Drilling,27,13,16
M283,Drilling,27,13,16
M284,Drilling,27,13,16
M285,Lathe,27,13,16
M286,Lathe,27,13,16
M287,Lathe,27,13,16
M288,Lathe,27,13,16
M289,Lathe,27,13,16
M290,Lathe,27,13,16
M291,Lathe,27,13,16
M292,Lathe,27,13,16
M293,Lathe,27,13,16
M294,Grinding,27,13,16
M295,Grinding,27,13,16
M296,Grinding,27,13,16
M297,Grinding,27,13,16
M298,Grinding,27,13,16
M299,Grinding,27,13,16
M300,Grinding,27,13,16
M301,Grinding,27,13,16
M302,Grinding,27,13,16
M303,Milling,28,13,16
M304,Milling,28,13,16
M305,Milling,28,13,16
M306,Milling,28,13,17
M307,Milling,28,14,17
M308,Milling,28,14,17
M309,Milling,28,14,17
M310,Milling,28,14,17
M311,Milling,28,14,17
M312,Shaping,28,14,17
M313,Shaping,28,14,17
M314,Shaping,28,14,17
M315,Shaping,28,14,17
M316,Shaping,28,14,17
M317,Shaping,28,14,17
M318,Shaping,28,14,17
M319,Shaping,28,14,17
M320,Shaping,28,14,17
M321,Drilling,28,14,17
M322,Drilling,28,14,17
M323,Drilling,28,14,17
M324,Drilling,28,14,17
M325,Drilling,28,14,17
M326,Drilling,28,14,17
M327,Drilling,28,14,17
M328,Drilling,29,14,17
M329,Drilling,29,14,17
M330,Lathe,29,14,17
M331,Lathe,29,14,17
M332,Lathe,29,14,17
M333,Lathe,29,14,17
M334,Lathe,29,14,17
M335,Lathe,29,14,17
M336,Lathe,29,14,17
M337,Lathe,29,14,17
M338,Lathe,29,14,17
M339,Grinding,29,14,17
M340,Grinding,29,14,17
M341,Grinding,29,14,17
M342,Grinding,29,14,17
M343,Grinding,29,14,17
M344,Grinding,29,14,17
M345,Grinding,29,14,17
M346,Grinding,29,14,17
M347,Grinding,29,14,17
M348,Milling,29,14,17
M349,Milling,29,14,17
M350,Milling,29,14,17
M351,Milling,29,14,17
M352,Milling,30,14,17
M353,Milling,30,14,17
M354,Milling,30,14,17
M355,Milling,30,15,17
M356,Milling,30,15,17
M357,Shaping,30,15,17
M358,Shaping,30,15,17
M359,Shaping,30,15,17
M360,Shaping,30,15,17
M361,Shaping,30,15,17
M362,Shaping,30,15,17
M363,Shaping,30,15,17
M364,Shaping,30,15,17
M365,Shaping,30,15,17
M366,Drilling,30,15,17
M367,Drilling,30,15,17
M368,Drilling,30,15,17
M369,Drilling,30,15,17
M370,Drilling,30,15,17
M371,Drilling,30,15,17
M372,Drilling,30,15,18
M373,Drilling,30,15,18
M374,Drilling,30,15,18
M375,Lathe,30,15,18
M376,Lathe,30,15,18
M377,Lathe,31,15,18
M378,Lathe,31,15,18
M379,Lathe,31,15,18
M380,Lathe,31,15,18
M381,Lathe,31,15,18
M382,Lathe,31,15,18
M383,Lathe,31,15,18
M384,Grinding,31,15,18
M385,Grinding,31,15,18
M386,Grinding,31,15,18
M387,Grinding,31,15,18
M388,Grinding,31,15,18
M389,Grinding,31,15,18
M390,Grinding,31,15,18
M391,Grinding,31,15,18
M392,Grinding,31,15,18
M393,Milling,31,15,18
M394,Milling,31,15,18
M395,Milling,31,15,18
M396,Milling,31,15,18
M397,Milling,31,15,18
M398,Milling,31,15,18
M399,Milling,31,15,18
M400,Milling,31,15,18
M401,Milling,32,15,18
M402,Shaping,32,15,18
M403,Shaping,32,16,18
M404,Shaping,32,16,18
M405,Shaping,32,16,18
M406,Shaping,32,16,18
M407,Shaping,32,16,18
M408,Shaping,32,16,18
M409,Shaping,32,16,18
M410,Shaping,32,16,18
M411,Drilling,32,16,18
M412,Drilling,32,16,18
M413,Drilling,32,16,18
M414,Drilling,32,16,18
M415,Drilling,32,16,18
M416,Drilling,32,16,18
M417,Drilling,32,16,18
M418,Drilling,32,16,18
M419,Drilling,32,16,18
M420,Lathe,32,16,18
M421,Lathe,32,16,18
M422,Lathe,32,16,18
M423,Lathe,32,16,18
M424,Lathe,32,16,18
M425,Lathe,32,16,18
M426,Lathe,33,16,18
M427,Lathe,33,16,18
M428,Lathe,33,16,18
M429,Grinding,33,16,18
M430,Grinding,33,16,18
M431,Grinding,33,16,18
M432,Grinding,33,16,18
M433,Grinding,33,16,18
M434,Grinding,33,16,18
M435,Grinding,33,16,18
M436,Grinding,33,16,18
M437,Grinding,33,16,18
M438,Milling,33,16,19
M439,Milling,33,16,19
M440,Milling,33,16,19
M441,Milling,33,16,19
M442,Milling,33,16,19
M443,Milling,33,16,19
M444,Milling,33,16,19
M445,Milling,33,16,19
M446,Milling,33,16,19
M447,Shaping,33,16,19
M448,Shaping,33,16,19
M449,Shaping,33,16,19
M450,Shaping,33,16,19
M451,Shaping,34,17,19
M452,Shaping,34,17,19
M453,Shaping,34,17,19
M454,Shaping,34,17,19
M455,Shaping,34,17,19
M456,Drilling,34,17,19
M457,Drilling,34,17,19
M458,Drilling,34,17,19
M459,Drilling,34,17,19
M460,Drilling,34,17,19
M461,Drilling,34,17,19
M462,Drilling,34,17,19
M463,Drilling,34,17,19
M464,Drilling,34,17,19
M465,Lathe,34,17,19
M466,Lathe,34,17,19
M467,Lathe,34,17,19
M468,Lathe,34,17,19
M469,Lathe,34,17,19
M470,Lathe,34,17,19
M471,Lathe,34,17,19
M472,Lathe,34,17,19
M473,Lathe,34,17,19
M474,Grinding,34,17,19
M475,Grinding,35,17,19
M476,Grinding,35,17,19
M477,Grinding,35,17,19
M478,Grinding,35,17,19
M479,Grinding,35,17,19
M480,Grinding,35,17,19
M481,Grinding,35,17,19
M482,Grinding,35,17,19
M483,Milling,35,17,19
M484,Milling,35,17,19
M485,Milling,35,17,19
M486,Milling,35,17,19
M487,Milling,35,17,19
M488,Milling,35,17,19
M489,Milling,35,17,19
M490,Milling,35,17,19
M491,Milling,35,17,19
M492,Shaping,35,17,19
M493,Shaping,35,17,19
M494,Shaping,35,17,19
M495,Shaping,35,17,19
M496,Shaping,35,17,19
M497,Shaping,35,17,19
M498,Shaping,35,17,19
M499,Shaping,35,18,19
M500,Shaping,36,18,19
M501,Drilling,36,18,19
M502,Drilling,36,18,19
M503,Drilling,36,18,19
M504,Drilling,36,18,20
M505,Drilling,36,18,20
M506,Drilling,36,18,20
M507,Drilling,36,18,20
M508,Drilling,36,18,20
M509,Drilling,36,18,20
M510,Lathe,36,18,20
M511,Lathe,36,18,20
M512,Lathe,36,18,20
M513,Lathe,36,18,20
M514,Lathe,36,18,20
M515,Lathe,36,18,20
M516,Lathe,36,18,20
M517,Lathe,36,18,20
M518,Lathe,36,18,20
M519,Grinding,36,18,20
M520,Grinding,36,18,20
M521,Grinding,36,18,20
M522,Grinding,36,18,20
M523,Grinding,36,18,20
M524,Grinding,36,18,20
M525,Grinding,37,18,20
M526,Grinding,37,18,20
M527,Grinding,37,18,20
M528,Milling,37,18,20
M529,Milling,37,18,20
M530,Milling,37,18,20
M531,Milling,37,18,20
M532,Milling,37,18,20
M533,Milling,37,18,20
M534,Milling,37,18,20
M535,Milling,37,18,20
M536,Milling,37,18,20
M537,Shaping,37,18,20
M538,Shaping,37,18,20
M539,Shaping,37,18,20
M540,Shaping,37,18,20
M541,Shaping,37,18,20
M542,Shaping,37,18,20
M543,Shaping,37,18,20
M544,Shaping,37,18,20
M545,Shaping,37,18,20
M546,Drilling,37,18,20
M547,Drilling,37,19,20
M548,Drilling,37,19,20
M549,Drilling,38,19,20
M550,Drilling,38,19,20
M551,Drilling,38,19,20
M552,Drilling,38,19,20
M553,Drilling,38,19,20
M554,Drilling,38,19,20
M555,Lathe,38,19,20
M556,Lathe,38,19,20
M557,Lathe,38,19,20
M558,Lathe,38,19,20
M559,Lathe,38,19,20
M560,Lathe,38,19,20
M561,Lathe,38,19,20
M562,Lathe,38,19,20
M563,Lathe,38,19,20
M564,Grinding,38,19,20
M565,Grinding,38,19,20
M566,Grinding,38,19,20
M567,Grinding,38,19,20
M568,Grinding,38,19,20
M569,Grinding,38,19,20
M570,Grinding,38,19,21
M571,Grinding,38,19,21
M572,Grinding,38,19,21
M573,Milling,38,19,21
M574,Milling,39,19,21
M575,Milling,39,19,21
M576,Milling,39,19,21
M577,Milling,39,19,21
M578,Milling,39,19,21
M579,Milling,39,19,21
M580,Milling,39,19,21
M581,Milling,39,19,21
M582,Shaping,39,19,21
M583,Shaping,39,19,21
M584,Shaping,39,19,21
M585,Shaping,39,19,21
M586,Shaping,39,19,21
M587,Shaping,39,19,21
M588,Shaping,39,19,21
M589,Shaping,39,19,21
M590,Shaping,39,19,21
M591,Drilling,39,19,21
M592,Drilling,39,19,21
M593,Drilling,39,19,21
M594,Drilling,39,19,21
M595,Drilling,39,20,21
M596,Drilling,39,20,21
M597,Drilling,39,20,21
M598,Drilling,39,20,21
M599,Drilling,40,20,21
M600,Lathe,40,20,21
M601,Lathe,40,20,21
M602,Lathe,40,20,21
M603,Lathe,40,20,21
M604,Lathe,40,20,21
M605,Lathe,40,20,21
M606,Lathe,40,20,21
M607,Lathe,40,20,21
M608,Lathe,40,20,21
M609,Grinding,40,20,21
M610,Grinding,40,20,21
M611,Grinding,40,20,21
M612,Grinding,40,20,21
M613,Grinding,40,20,21
M614,Grinding,40,20,21
M615,Grinding,40,20,21
M616,Grinding,40,20,21
M617,Grinding,40,20,21
M618,Milling,40,20,21
M619,Milling,40,20,21
M620,Milling,40,20,21
M621,Milling,40,20,21
M622,Milling,40,20,21
M623,Milling,41,20,21
M624,Milling,41,20,21
M625,Milling,41,20,21
M626,Milling,41,20,21
M627,Shaping,41,20,21
M628,Shaping,41,20,21
M629,Shaping,41,20,21
M630,Shaping,41,20,21
M631,Shaping,41,20,21
M632,Shaping,41,20,21
M633,Shaping,41,20,21
M634,Shaping,41,20,21
M635,Shaping,41,20,21
M636,Drilling,41,20,22
M637,Drilling,41,20,22
M638,Drilling,41,20,22
M639,Drilling,41,20,22
M640,Drilling,41,20,22
M641,Drilling,41,20,22
M642,Drilling,41,20,22
M643,Drilling,41,21,22
M644,Drilling,41,21,22
M645,Lathe,41,21,22
M646,Lathe,41,21,22
M647,Lathe,41,21,22
M648,Lathe,42,21,22
M649,Lathe,42,21,22
M650,Lathe,42,21,22
M651,Lathe,42,21,22
M652,Lathe,42,21,22
M653,Lathe,42,21,22
M654,Grinding,42,21,22
M655,Grinding,42,21,22
M656,Grinding,42,21,22
M657,Grinding,42,21,22
M658,Grinding,42,21,22
M659,Grinding,42,21,22
M660,Grinding,42,21,22
M661,Grinding,42,21,22
M662,Grinding,42,21,22
M663,Milling,42,21,22
M664,Milling,42,21,22
M665,Milling,42,21,22
M666,Milling,42,21,22
M667,Milling,42,21,22
M668,Milling,42,21,22
M669,Milling,42,21,22
M670,Milling,42,21,22
M671,Milling,42,21,22
M672,Shaping,42,21,22
M673,Shaping,43,21,22
M674,Shaping,43,21,22
M675,Shaping,43,21,22
M676,Shaping,43,21,22
M677,Shaping,43,21,22
M678,Shaping,43,21,22
M679,Shaping,43,21,22
M680,Shaping,43,21,22
M681,Drilling,43,21,22
M682,Drilling,43,21,22
M683,Drilling,43,21,22
M684,Drilling,43,21,22
M685,Drilling,43,21,22
M686,Drilling,43,21,22
M687,Drilling,43,21,22
M688,Drilling,43,21,22
M689,Drilling,43,21,22
M690,Lathe,43,21,22
M691,Lathe,43,22,22
M692,Lathe,43,22,22
M693,Lathe,43,22,22
M694,Lathe,43,22,22
M695,Lathe,43,22,22
M696,Lathe,43,22,22
M697,Lathe,44,22,22
M698,Lathe,44,22,22
M699,Grinding,44,22,22
M700,Grinding,44,22,22
M701,Grinding,44,22,22
M702,Grinding,44,22,23
M703,Grinding,44,22,23
M704,Grinding,44,22,23
M705,Grinding,44,22,23
M706,Grinding,44,22,23
M707,Grinding,44,22,23
M708,Milling,44,22,23
M709,Milling,44,22,23
M710,Milling,44,22,23
M711,Milling,44,22,23
M712,Milling,44,22,23
M713,Milling,44,22,23
M714,Milling,44,22,23
M715,Milling,44,22,23
M716,Milling,44,22,23
M717,Shaping,44,22,23
M718,Shaping,44,22,23
M719,Shaping,44,22,23
M720,Shaping,44,22,23
M721,Shaping,44,22,23
M722,Shaping,45,22,23
M723,Shaping,45,22,23
M724,Shaping,45,22,23
M725,Shaping,45,22,23
M726,Drilling,45,22,23
M727,Drilling,45,22,23
M728,Drilling,45,22,23
M729,Drilling,45,22,23
M730,Drilling,45,22,23
M731,Drilling,45,22,23
M732,Drilling,45,22,23
M733,Drilling,45,22,23
M734,Drilling,45,22,23
M735,Lathe,45,22,23
M736,Lathe,45,22,23
M737,Lathe,45,22,23
M738,Lathe,45,22,23
M739,Lathe,45,23,23
M740,Lathe,45,23,23
M741,Lathe,45,23,23
M742,Lathe,45,23,23
M743,Lathe,45,23,23
M744,Grinding,45,23,23
M745,Grinding,45,23,23
M746,Grinding,46,23,23
M747,Grinding,46,23,23
M748,Grinding,46,23,23
M749,Grinding,46,23,23
M750,Grinding,46,23,23
M751,Grinding,46,23,23
M752,Grinding,46,23,23
M753,Milling,46,23,23
M754,Milling,46,23,23
M755,Milling,46,23,23
M756,Milling,46,23,23
M757,Milling,46,23,23
M758,Milling,46,23,23
M759,Milling,46,23,23
M760,Milling,46,23,23
M761,Milling,46,23,23
M762,Shaping,46,23,23
M763,Shaping,46,23,23
M764,Shaping,46,23,23
M765,Shaping,46,23,23
M766,Shaping,46,23,23
M767,Shaping,46,23,23
M768,Shaping,46,23,24
M769,Shaping,46,23,24
M770,Shaping,46,23,24
M771,Drilling,47,23,24
M772,Drilling,47,23,24
M773,Drilling,47,23,24
M774,Drilling,47,23,24
M775,Drilling,47,23,24
M776,Drilling,47,23,24
M777,Drilling,47,23,24
M778,Drilling,47,23,24
M779,Drilling,47,23,24
M780,Lathe,47,23,24
M781,Lathe,47,23,24
M782,Lathe,47,23,24
M783,Lathe,47,23,24
M784,Lathe,47,23,24
M785,Lathe,47,23,24
M786,Lathe,47,23,24
M787,Lathe,47,24,24
M788,Lathe,47,24,24
M789,Grinding,47,24,24
M790,Grinding,47,24,24
M791,Grinding,47,24,24
M792,Grinding,47,24,24
M793,Grinding,47,24,24
M794,Grinding,47,24,24
M795,Grinding,47,24,24
M796,Grinding,48,24,24
M797,Grinding,48,24,24
M798,Milling,48,24,24
M799,Milling,48,24,24
M800,Milling,48,24,24
M801,Milling,48,24,24
M802,Milling,48,24,24
M803,Milling,48,24,24
M804,Milling,48,24,24
M805,Milling,48,24,24
M806,Milling,48,24,24
M807,Shaping,48,24,24
M808,Shaping,48,24,24
M809,Shaping,48,24,24
M810,Shaping,48,24,24
M811,Shaping,48,24,24
M812,Shaping,48,24,24
M813,Shaping,48,24,24
M814,Shaping,48,24,24
M815,Shaping,48,24,24
M816,Drilling,48,24,24
M817,Drilling,48,24,24
M818,Drilling,48,24,24
M819,Drilling,48,24,24
M820,Drilling,49,24,24
M821,Drilling,49,24,24
M822,Drilling,49,24,24
M823,Drilling,49,24,24
M824,Drilling,49,24,24
M825,Lathe,49,24,24
M826,Lathe,49,24,24
M827,Lathe,49,24,24
M828,Lathe,49,24,24
M829,Lathe,49,24,24
M830,Lathe,49,24,24
M831,Lathe,49,24,24
M832,Lathe,49,24,24
M833,Lathe,49,24,24
M834,Grinding,49,24,25
M835,Grinding,49,25,25
M836,Grinding,49,25,25
M837,Grinding,49,25,25
M838,Grinding,49,25,25
M839,Grinding,49,25,25
M840,Grinding,49,25,25
M841,Grinding,49,25,25
M842,Grinding,49,25,25
M843,Milling,49,25,25
M844,Milling,49,25,25
M845,Milling,50,25,25
M846,Milling,50,25,25
M847,Milling,50,25,25
M848,Milling,50,25,25
M849,Milling,50,25,25
M850,Milling,50,25,25
M851,Milling,50,25,25
M852,Shaping,50,25,25
M853,Shaping,50,25,25
M854,Shaping,50,25,25
M855,Shaping,50,25,25
M856,Shaping,50,25,25
M857,Shaping,50,25,25
M858,Shaping,50,25,25
M859,Shaping,50,25,25
M860,Shaping,50,25,25
M861,Drilling,50,25,25
M862,Drilling,50,25,25
M863,Drilling,50,25,25
M864,Drilling,50,25,25
M865,Drilling,50,25,25
M866,Drilling,50,25,25
M867,Drilling,50,25,25
M868,Drilling,50,25,25
M869,Drilling,50,25,25
M870,Lathe,51,25,25
M871,Lathe,51,25,25
M872,Lathe,51,25,25
M873,Lathe,51,25,25
M874,Lathe,51,25,25
M875,Lathe,51,25,25
M876,Lathe,51,25,25
M877,Lathe,51,25,25
M878,Lathe,51,25,25
M879,Grinding,51,25,25
M880,Grinding,51,25,25
M881,Grinding,51,25,25
M882,Grinding,51,25,25
M883,Grinding,51,25,25
M884,Grinding,51,26,25
M885,Grinding,51,26,25
M886,Grinding,51,26,25
M887,Grinding,51,26,25
M888,Milling,51,26,25
M889,Milling,51,26,25
M890,Milling,51,26,25
M891,Milling,51,26,25
M892,Milling,51,26,25
M893,Milling,51,26,25
M894,Milling,52,26,25
M895,Milling,52,26,25
M896,Milling,52,26,25
M897,Shaping,52,26,25
M898,Shaping,52,26,25
M899,Shaping,52,26,25
M900,Shaping,52,26,26
M901,Shaping,52,26,26
M902,Shaping,52,26,26
M903,Shaping,52,26,26
M904,Shaping,52,26,26
M905,Shaping,52,26,26
M906,Drilling,52,26,26
M907,Drilling,52,26,26
M908,Drilling,52,26,26
M909,Drilling,52,26,26
M910,Drilling,52,26,26
M911,Drilling,52,26,26
M912,Drilling,52,26,26
M913,Drilling,52,26,26
M914,Drilling,52,26,26
M915,Lathe,52,26,26
M916,Lathe,52,26,26
M917,Lathe,52,26,26
M918,Lathe,52,26,26
M919,Lathe,53,26,26
M920,Lathe,53,26,26
M921,Lathe,53,26,26
M922,Lathe,53,26,26
M923,Lathe,53,26,26
M924,Grinding,53,26,26
M925,Grinding,53,26,26
M926,Grinding,53,26,26
M927,Grinding,53,26,26
M928,Grinding,53,26,26
M929,Grinding,53,26,26
M930,Grinding,53,26,26
M931,Grinding,53,26,26
M932,Grinding,53,27,26
M933,Milling,53,27,26
M934,Milling,53,27,26
M935,Milling,53,27,26
M936,Milling,53,27,26
M937,Milling,53,27,26
M938,Milling,53,27,26
M939,Milling,53,27,26
M940,Milling,53,27,26
M941,Milling,53,27,26
M942,Shaping,53,27,26
M943,Shaping,53,27,26
M944,Shaping,54,27,26
M945,Shaping,54,27,26
M946,Shaping,54,27,26
M947,Shaping,54,27,26
M948,Shaping,54,27,26
M949,Shaping,54,27,26
M950,Shaping,54,27,26
M951,Drilling,54,27,26
M952,Drilling,54,27,26
M953,Drilling,54,27,26
M954,Drilling,54,27,26
M955,Drilling,54,27,26
M956,Drilling,54,27,26
M957,Drilling,54,27,26
M958,Drilling,54,27,26
M959,Drilling,54,27,26
M960,Lathe,54,27,26
M961,Lathe,54,27,26
M962,Lathe,54,27,26
M963,Lathe,54,27,26
M964,Lathe,54,27,26
M965,Lathe,54,27,26
M966,Lathe,54,27,27
M967,Lathe,54,27,27
M968,Lathe,55,27,27
M969,Grinding,55,27,27
M970,Grinding,55,27,27
M971,Grinding,55,27,27
M972,Grinding,55,27,27
M973,Grinding,55,27,27
M974,Grinding,55,27,27
M975,Grinding,55,27,27
M976,Grinding,55,27,27
M977,Grinding,55,27,27
M978,Milling,55,27,27
M979,Milling,55,27,27
M980,Milling,55,28,27
M981,Milling,55,28,27
M982,Milling,55,28,27
M983,Milling,55,28,27
M984,Milling,55,28,27
M985,Milling,55,28,27
M986,Milling,55,28,27
M987,Shaping,55,28,27
M988,Shaping,55,28,27
M989,Shaping,55,28,27
M990,Shaping,55,28,27
M991,Shaping,55,28,27
M992,Shaping,55,28,27
M993,Shaping,56,28,27
M994,Shaping,56,28,27
M995,Shaping,56,28,27
M996,Drilling,56,28,27
M997,Drilling,56,28,27
M998,Drilling,56,28,27
M999,Drilling,56,28,27
M1000,Drilling,56,28,27
M1001,Milling,31,15,18
M1002,Milling,32,15,18
M1003,Shaping,32,15,18
M1004,Shaping,32,16,18
M1005,Shaping,32,16,18
M1006,Shaping,32,16,18
M1007,Shaping,32,16,18
M1008,Shaping,32,16,18
